persona,seed,layer,items_before,items_after,tokens_before,tokens_after,saved_tokens,elapsed_ms
polling_agent,20260523,selection:token_budget,6,6,261,261,0,0.225
polling_agent,20260524,compression:dedup_messages,20,20,918,918,0,0.519
polling_agent,20260524,clustering:repeated_tool_calls,20,6,918,260,658,0.373
polling_agent,20260524,compression:tool_results,6,6,260,260,0,0.142
polling_agent,20260524,reranking:composite,6,6,260,260,0,0.221
polling_agent,20260524,selection:token_budget,6,6,260,260,0,0.521
polling_agent,20260525,compression:dedup_messages,12,12,534,534,0,0.309
polling_agent,20260525,clustering:repeated_tool_calls,12,6,534,260,274,0.286
polling_agent,20260525,compression:tool_results,6,6,260,260,0,0.145
polling_agent,20260525,reranking:composite,6,6,260,260,0,0.287
polling_agent,20260525,selection:token_budget,6,6,260,260,0,0.227
polling_agent,20260526,compression:dedup_messages,26,26,1207,1207,0,0.672
polling_agent,20260526,clustering:repeated_tool_calls,26,6,1207,261,946,0.457
polling_agent,20260526,compression:tool_results,6,6,261,261,0,0.143
polling_agent,20260526,reranking:composite,6,6,261,261,0,0.232
polling_agent,20260526,selection:token_budget,6,6,261,261,0,0.224
polling_agent,20260527,compression:dedup_messages,12,12,534,534,0,0.3
polling_agent,20260527,clustering:repeated_tool_calls,12,6,534,260,274,0.251
polling_agent,20260527,compression:tool_results,6,6,260,260,0,0.15
polling_agent,20260527,reranking:composite,6,6,260,260,0,0.245
polling_agent,20260527,selection:token_budget,6,6,260,260,0,0.228
polling_agent,20260528,compression:dedup_messages,24,24,1110,1110,0,0.62
polling_agent,20260528,clustering:repeated_tool_calls,24,6,1110,260,850,0.426
polling_agent,20260528,compression:tool_results,6,6,260,260,0,0.142
polling_agent,20260528,reranking:composite,6,6,260,260,0,0.221
polling_agent,20260528,selection:token_budget,6,6,260,260,0,0.227
polling_agent,20260529,compression:dedup_messages,16,16,726,726,0,0.419
polling_agent,20260529,clustering:repeated_tool_calls,16,6,726,260,466,0.31
polling_agent,20260529,compression:tool_results,6,6,260,260,0,0.143
polling_agent,20260529,reranking:composite,6,6,260,260,0,0.221
polling_agent,20260529,selection:token_budget,6,6,260,260,0,0.223
polling_agent,20260530,compression:dedup_messages,20,20,918,918,0,0.529
polling_agent,20260530,clustering:repeated_tool_calls,20,6,918,260,658,0.387
polling_agent,20260530,compression:tool_results,6,6,260,260,0,0.145
polling_agent,20260530,reranking:composite,6,6,260,260,0,0.316
polling_agent,20260530,selection:token_budget,6,6,260,260,0,0.23
polling_agent,20260531,compression:dedup_messages,26,26,1206,1206,0,0.691
polling_agent,20260531,clustering:repeated_tool_calls,26,6,1206,260,946,0.488
polling_agent,20260531,compression:tool_results,6,6,260,260,0,0.145
polling_agent,20260531,reranking:composite,6,6,260,260,0,0.239
polling_agent,20260531,selection:token_budget,6,6,260,260,0,0.226
polling_agent,20260532,compression:dedup_messages,22,22,1015,1015,0,0.577
polling_agent,20260532,clustering:repeated_tool_calls,22,6,1015,261,754,0.405
polling_agent,20260532,compression:tool_results,6,6,261,261,0,0.144
polling_agent,20260532,reranking:composite,6,6,261,261,0,0.232
polling_agent,20260532,selection:token_budget,6,6,261,261,0,0.224
polling_agent,20260533,compression:dedup_messages,24,24,1111,1111,0,0.62
polling_agent,20260533,clustering:repeated_tool_calls,24,6,1111,261,850,0.427
polling_agent,20260533,compression:tool_results,6,6,261,261,0,0.142
polling_agent,20260533,reranking:composite,6,6,261,261,0,0.219
polling_agent,20260533,selection:token_budget,6,6,261,261,0,0.22
polling_agent,20260534,compression:dedup_messages,16,16,726,726,0,0.403
polling_agent,20260534,clustering:repeated_tool_calls,16,6,726,260,466,0.306
polling_agent,20260534,compression:tool_results,6,6,260,260,0,0.4
polling_agent,20260534,reranking:composite,6,6,260,260,0,0.309
polling_agent,20260534,selection:token_budget,6,6,260,260,0,0.251
polling_agent,20260535,compression:dedup_messages,14,14,630,630,0,0.411
polling_agent,20260535,clustering:repeated_tool_calls,14,6,630,260,370,0.437
polling_agent,20260535,compression:tool_results,6,6,260,260,0,0.144
polling_agent,20260535,reranking:composite,6,6,260,260,0,0.237
polling_agent,20260535,selection:token_budget,6,6,260,260,0,0.222
polling_agent,20260536,compression:dedup_messages,24,24,1111,1111,0,0.617
polling_agent,20260536,clustering:repeated_tool_calls,24,6,1111,261,850,0.422
polling_agent,20260536,compression:tool_results,6,6,261,261,0,0.149
polling_agent,20260536,reranking:composite,6,6,261,261,0,0.229
polling_agent,20260536,selection:token_budget,6,6,261,261,0,0.219
polling_agent,20260537,compression:dedup_messages,18,18,822,822,0,0.459
polling_agent,20260537,clustering:repeated_tool_calls,18,6,822,260,562,0.347
polling_agent,20260537,compression:tool_results,6,6,260,260,0,0.141
polling_agent,20260537,reranking:composite,6,6,260,260,0,0.222
polling_agent,20260537,selection:token_budget,6,6,260,260,0,0.218
polling_agent,20260538,compression:dedup_messages,26,26,1206,1206,0,0.669
polling_agent,20260538,clustering:repeated_tool_calls,26,6,1206,260,946,0.448
polling_agent,20260538,compression:tool_results,6,6,260,260,0,0.138
polling_agent,20260538,reranking:composite,6,6,260,260,0,0.23
polling_agent,20260538,selection:token_budget,6,6,260,260,0,0.218
polling_agent,20260539,compression:dedup_messages,14,14,631,631,0,0.581
polling_agent,20260539,clustering:repeated_tool_calls,14,6,631,261,370,0.314
polling_agent,20260539,compression:tool_results,6,6,261,261,0,0.145
polling_agent,20260539,reranking:composite,6,6,261,261,0,0.24
polling_agent,20260539,selection:token_budget,6,6,261,261,0,0.225
polling_agent,20260540,compression:dedup_messages,18,18,822,822,0,0.467
polling_agent,20260540,clustering:repeated_tool_calls,18,6,822,260,562,0.348
polling_agent,20260540,compression:tool_results,6,6,260,260,0,0.143
polling_agent,20260540,reranking:composite,6,6,260,260,0,0.251
polling_agent,20260540,selection:token_budget,6,6,260,260,0,0.226
polling_agent,20260541,compression:dedup_messages,20,20,918,918,0,0.519
polling_agent,20260541,clustering:repeated_tool_calls,20,6,918,260,658,0.374
polling_agent,20260541,compression:tool_results,6,6,260,260,0,0.143
polling_agent,20260541,reranking:composite,6,6,260,260,0,0.233
polling_agent,20260541,selection:token_budget,6,6,260,260,0,0.221
polling_agent,20260542,compression:dedup_messages,26,26,1206,1206,0,0.679
polling_agent,20260542,clustering:repeated_tool_calls,26,6,1206,260,946,0.458
polling_agent,20260542,compression:tool_results,6,6,260,260,0,0.14
polling_agent,20260542,reranking:composite,6,6,260,260,0,0.223
polling_agent,20260542,selection:token_budget,6,6,260,260,0,0.217
polling_agent,20260543,compression:dedup_messages,14,14,631,631,0,0.349
polling_agent,20260543,clustering:repeated_tool_calls,14,6,631,261,370,0.275
polling_agent,20260543,compression:tool_results,6,6,261,261,0,0.141
polling_agent,20260543,reranking:composite,6,6,261,261,0,0.232
polling_agent,20260543,selection:token_budget,6,6,261,261,0,0.221
polling_agent,20260544,compression:dedup_messages,26,26,1206,1206,0,0.915
polling_agent,20260544,clustering:repeated_tool_calls,26,6,1206,260,946,0.534
polling_agent,20260544,compression:tool_results,6,6,260,260,0,0.173
polling_agent,20260544,reranking:composite,6,6,260,260,0,0.44
polling_agent,20260544,selection:token_budget,6,6,260,260,0,0.347
